frame,time_seconds,visibility
3713,123.77,Fully Visible
3714,123.8,Fully Visible
3715,123.83,Fully Visible
3716,123.87,Fully Visible
3717,123.9,Fully Visible
3718,123.93,Fully Visible
3719,123.97,Fully Visible
3720,124.0,Fully Visible
3721,124.03,Fully Visible
3722,124.07,Fully Visible
3723,124.1,Fully Visible
3724,124.13,Fully Visible
3725,124.17,Fully Visible
3726,124.2,Fully Visible
3727,124.23,Fully Visible
3728,124.27,Fully Visible
3729,124.3,No Logo
3730,124.33,No Logo
3731,124.37,No Logo
3732,124.4,No Logo
3733,124.43,No Logo
3734,124.47,No Logo
3735,124.5,No Logo
3736,124.53,No Logo
3737,124.57,No Logo
3738,124.6,No Logo
3739,124.63,No Logo
3740,124.67,No Logo
3741,124.7,No Logo
3742,124.73,No Logo
3743,124.77,No Logo
3744,124.8,No Logo
3745,124.83,No Logo
3746,124.87,No Logo
3747,124.9,No Logo
3748,124.93,No Logo
3749,124.97,No Logo
3750,125.0,No Logo
3751,125.03,No Logo
3752,125.07,No Logo
3753,125.1,No Logo
3754,125.13,No Logo
3755,125.17,No Logo
3756,125.2,No Logo
3757,125.23,No Logo
3758,125.27,No Logo
3759,125.3,No Logo
3760,125.33,No Logo
3761,125.37,No Logo
3762,125.4,No Logo
3763,125.43,No Logo
3764,125.47,No Logo
3765,125.5,No Logo
3766,125.53,No Logo
3767,125.57,No Logo
3768,125.6,No Logo
3769,125.63,No Logo
3770,125.67,No Logo
3771,125.7,No Logo
3772,125.73,No Logo
3773,125.77,No Logo
3774,125.8,No Logo
3775,125.83,No Logo
3776,125.87,No Logo
3777,125.9,No Logo
3778,125.93,No Logo
3779,125.97,No Logo
3780,126.0,No Logo
3781,126.03,No Logo
3782,126.07,No Logo
3783,126.1,No Logo
3784,126.13,No Logo
3785,126.17,No Logo
3786,126.2,No Logo
3787,126.23,No Logo
3788,126.27,No Logo
3789,126.3,No Logo
3790,126.33,No Logo
3791,126.37,No Logo
3792,126.4,No Logo
3793,126.43,No Logo
3794,126.47,No Logo
3795,126.5,No Logo
3796,126.53,No Logo
3797,126.57,No Logo
3798,126.6,No Logo
3799,126.63,No Logo
3800,126.67,No Logo
3801,126.7,No Logo
3802,126.73,No Logo
3803,126.77,No Logo
3804,126.8,No Logo
3805,126.83,No Logo
3806,126.87,No Logo
3807,126.9,No Logo
3808,126.93,No Logo
3809,126.97,No Logo
3810,127.0,No Logo
3811,127.03,No Logo
3812,127.07,No Logo
3813,127.1,No Logo
3814,127.13,No Logo
3815,127.17,No Logo
3816,127.2,No Logo
3817,127.23,No Logo
3818,127.27,No Logo
3819,127.3,No Logo
3820,127.33,No Logo
3821,127.37,No Logo
3822,127.4,No Logo
3823,127.43,No Logo
3824,127.47,No Logo
3825,127.5,No Logo
3826,127.53,No Logo
3827,127.57,No Logo
3828,127.6,No Logo
3829,127.63,No Logo
3830,127.67,No Logo
3831,127.7,No Logo
3832,127.73,No Logo
3833,127.77,No Logo
3834,127.8,No Logo
3835,127.83,No Logo
3836,127.87,No Logo
3837,127.9,No Logo
3838,127.93,No Logo
3839,127.97,No Logo
3840,128.0,No Logo
3841,128.03,No Logo
3842,128.07,No Logo
3843,128.1,No Logo
3844,128.13,No Logo
3845,128.17,No Logo
3846,128.2,No Logo
3847,128.23,No Logo
3848,128.27,No Logo
3849,128.3,No Logo
3850,128.33,No Logo
3851,128.37,No Logo
3852,128.4,No Logo
3853,128.43,No Logo
3854,128.47,No Logo
3855,128.5,No Logo
3856,128.53,No Logo
3857,128.57,No Logo
3858,128.6,No Logo
3859,128.63,No Logo
3860,128.67,No Logo
3861,128.7,No Logo
3862,128.73,No Logo
3863,128.77,No Logo
3864,128.8,No Logo
3865,128.83,No Logo
3866,128.87,No Logo
3867,128.9,No Logo
3868,128.93,No Logo
3869,128.97,No Logo
3870,129.0,No Logo
3871,129.03,No Logo
3872,129.07,No Logo
3873,129.1,No Logo
3874,129.13,No Logo
3875,129.17,No Logo
3876,129.2,No Logo
3877,129.23,No Logo
3878,129.27,No Logo
3879,129.3,No Logo
3880,129.33,No Logo
3881,129.37,No Logo
3882,129.4,No Logo
3883,129.43,No Logo
3884,129.47,No Logo
3885,129.5,No Logo
3886,129.53,No Logo
3887,129.57,No Logo
3888,129.6,No Logo
3889,129.63,No Logo
3890,129.67,No Logo
3891,129.7,No Logo
3892,129.73,No Logo
3893,129.77,No Logo
3894,129.8,No Logo
3895,129.83,No Logo
3896,129.87,No Logo
3897,129.9,No Logo
3898,129.93,No Logo
3899,129.97,No Logo
3900,130.0,No Logo
3901,130.03,No Logo
3902,130.07,No Logo
3903,130.1,No Logo
3904,130.13,No Logo
3905,130.17,No Logo
3906,130.2,No Logo
3907,130.23,No Logo
3908,130.27,No Logo
3909,130.3,No Logo
3910,130.33,No Logo
3911,130.37,No Logo
3912,130.4,No Logo
3913,130.43,No Logo
3914,130.47,No Logo
3915,130.5,No Logo
3916,130.53,No Logo
3917,130.57,No Logo
3918,130.6,No Logo
3919,130.63,No Logo
3920,130.67,No Logo
3921,130.7,No Logo
3922,130.73,No Logo
3923,130.77,No Logo
3924,130.8,No Logo
3925,130.83,No Logo
3926,130.87,No Logo
3927,130.9,No Logo
3928,130.93,No Logo
3929,130.97,No Logo
3930,131.0,No Logo
3931,131.03,No Logo
3932,131.07,No Logo
3933,131.1,No Logo
3934,131.13,No Logo
3935,131.17,No Logo
3936,131.2,No Logo
3937,131.23,No Logo
3938,131.27,No Logo
3939,131.3,No Logo
3940,131.33,No Logo
3941,131.37,No Logo
3942,131.4,No Logo
3943,131.43,No Logo
3944,131.47,No Logo
3945,131.5,No Logo
3946,131.53,No Logo
3947,131.57,No Logo
3948,131.6,No Logo
3949,131.63,No Logo
3950,131.67,No Logo
3951,131.7,No Logo
3952,131.73,No Logo
3953,131.77,No Logo
3954,131.8,No Logo
3955,131.83,No Logo
3956,131.87,No Logo
3957,131.9,No Logo
3958,131.93,No Logo
3959,131.97,No Logo
3960,132.0,No Logo
3961,132.03,No Logo
3962,132.07,No Logo
3963,132.1,No Logo
3964,132.13,No Logo
3965,132.17,No Logo
3966,132.2,No Logo
3967,132.23,No Logo
3968,132.27,No Logo
3969,132.3,No Logo
3970,132.33,No Logo
3971,132.37,No Logo
3972,132.4,No Logo
3973,132.43,No Logo
3974,132.47,No Logo
3975,132.5,No Logo
3976,132.53,No Logo
3977,132.57,No Logo
3978,132.6,No Logo
3979,132.63,No Logo
3980,132.67,No Logo
3981,132.7,No Logo
3982,132.73,No Logo
3983,132.77,No Logo
3984,132.8,No Logo
3985,132.83,No Logo
3986,132.87,No Logo
3987,132.9,No Logo
3988,132.93,No Logo
3989,132.97,No Logo
3990,133.0,No Logo
3991,133.03,No Logo
3992,133.07,No Logo
3993,133.1,No Logo
3994,133.13,No Logo
3995,133.17,No Logo
3996,133.2,No Logo
3997,133.23,No Logo
3998,133.27,No Logo
3999,133.3,No Logo
4000,133.33,No Logo
4001,133.37,No Logo
4002,133.4,No Logo
4003,133.43,No Logo
4004,133.47,No Logo
4005,133.5,No Logo
4006,133.53,No Logo
4007,133.57,No Logo
4008,133.6,No Logo
4009,133.63,No Logo
4010,133.67,No Logo
4011,133.7,No Logo
4012,133.73,No Logo
4013,133.77,No Logo
4014,133.8,No Logo
4015,133.83,No Logo
4016,133.87,No Logo
4017,133.9,No Logo
4018,133.93,No Logo
4019,133.97,No Logo
4020,134.0,No Logo
4021,134.03,No Logo
4022,134.07,No Logo
4023,134.1,No Logo
4024,134.13,No Logo
4025,134.17,No Logo
4026,134.2,No Logo
4027,134.23,No Logo
4028,134.27,No Logo
4029,134.3,No Logo
4030,134.33,No Logo
4031,134.37,No Logo
4032,134.4,No Logo
4033,134.43,No Logo
4034,134.47,No Logo
4035,134.5,No Logo
4036,134.53,No Logo
4037,134.57,No Logo
4038,134.6,No Logo
4039,134.63,No Logo
4040,134.67,No Logo
4041,134.7,No Logo
4042,134.73,No Logo
4043,134.77,No Logo
4044,134.8,No Logo
4045,134.83,No Logo
4046,134.87,No Logo
4047,134.9,No Logo
4048,134.93,No Logo
4049,134.97,No Logo
4050,135.0,No Logo
4051,135.03,No Logo
4052,135.07,No Logo
4053,135.1,No Logo
4054,135.13,No Logo
4055,135.17,No Logo
4056,135.2,No Logo
4057,135.23,No Logo
4058,135.27,No Logo
4059,135.3,No Logo
4060,135.33,No Logo
4061,135.37,No Logo
4062,135.4,No Logo
4063,135.43,No Logo
4064,135.47,No Logo
4065,135.5,No Logo
4066,135.53,No Logo
4067,135.57,No Logo
4068,135.6,No Logo
4069,135.63,No Logo
4070,135.67,No Logo
4071,135.7,No Logo
4072,135.73,No Logo
4073,135.77,No Logo
4074,135.8,No Logo
4075,135.83,No Logo
4076,135.87,No Logo
4077,135.9,No Logo
4078,135.93,No Logo
4079,135.97,No Logo
4080,136.0,No Logo
4081,136.03,No Logo
4082,136.07,No Logo
4083,136.1,No Logo
4084,136.13,No Logo
4085,136.17,No Logo
4086,136.2,Fully Visible
4087,136.23,Fully Visible
4088,136.27,Fully Visible
4089,136.3,Fully Visible
4090,136.33,Fully Visible
4091,136.37,Fully Visible
4092,136.4,Fully Visible
4093,136.43,Fully Visible
4094,136.47,Fully Visible
4095,136.5,Fully Visible
4096,136.53,No Logo
4097,136.57,No Logo
4098,136.6,No Logo
4099,136.63,No Logo
4100,136.67,No Logo
4101,136.7,No Logo
4102,136.73,No Logo
4103,136.77,No Logo
4104,136.8,No Logo
4105,136.83,No Logo
4106,136.87,No Logo
4107,136.9,No Logo
4108,136.93,No Logo
4109,136.97,No Logo
4110,137.0,No Logo
4111,137.03,No Logo
4112,137.07,No Logo
4113,137.1,No Logo
4114,137.13,No Logo
4115,137.17,No Logo
4116,137.2,No Logo
4117,137.23,No Logo
4118,137.27,No Logo
4119,137.3,No Logo
4120,137.33,No Logo
4121,137.37,No Logo
4122,137.4,No Logo
4123,137.43,No Logo
4124,137.47,No Logo
4125,137.5,No Logo
4126,137.53,No Logo
4127,137.57,No Logo
4128,137.6,No Logo
4129,137.63,No Logo
4130,137.67,No Logo
4131,137.7,No Logo
4132,137.73,No Logo
4133,137.77,No Logo
4134,137.8,No Logo
4135,137.83,No Logo
4136,137.87,No Logo
4137,137.9,No Logo
4138,137.93,No Logo
4139,137.97,No Logo
4140,138.0,No Logo
4141,138.03,No Logo
4142,138.07,No Logo
4143,138.1,No Logo
4144,138.13,No Logo
4145,138.17,No Logo
4146,138.2,No Logo
4147,138.23,No Logo
4148,138.27,No Logo
4149,138.3,No Logo
4150,138.33,No Logo
4151,138.37,No Logo
4152,138.4,No Logo
4153,138.43,No Logo
4154,138.47,No Logo
4155,138.5,No Logo
4156,138.53,No Logo
4157,138.57,No Logo
4158,138.6,No Logo
4159,138.63,No Logo
4160,138.67,No Logo
4161,138.7,No Logo
4162,138.73,No Logo
4163,138.77,No Logo
4164,138.8,No Logo
4165,138.83,No Logo
4166,138.87,No Logo
4167,138.9,No Logo
4168,138.93,No Logo
4169,138.97,No Logo
4170,139.0,No Logo
4171,139.03,No Logo
4172,139.07,No Logo
4173,139.1,No Logo
4174,139.13,No Logo
4175,139.17,No Logo
4176,139.2,No Logo
4177,139.23,No Logo
4178,139.27,No Logo
4179,139.3,No Logo
4180,139.33,No Logo
4181,139.37,No Logo
4182,139.4,No Logo
4183,139.43,No Logo
4184,139.47,No Logo
4185,139.5,No Logo
4186,139.53,No Logo
4187,139.57,No Logo
4188,139.6,No Logo
4189,139.63,No Logo
4190,139.67,No Logo
4191,139.7,No Logo
4192,139.73,No Logo
4193,139.77,No Logo
4194,139.8,No Logo
4195,139.83,No Logo
4196,139.87,No Logo
4197,139.9,No Logo
4198,139.93,No Logo
4199,139.97,No Logo
4200,140.0,No Logo
4201,140.03,No Logo
4202,140.07,No Logo
4203,140.1,No Logo
4204,140.13,No Logo
4205,140.17,No Logo
4206,140.2,No Logo
4207,140.23,No Logo
4208,140.27,No Logo
4209,140.3,No Logo
4210,140.33,No Logo
4211,140.37,No Logo
4212,140.4,No Logo
4213,140.43,No Logo
4214,140.47,No Logo
4215,140.5,No Logo
4216,140.53,No Logo
4217,140.57,No Logo
4218,140.6,No Logo
4219,140.63,No Logo
4220,140.67,No Logo
4221,140.7,No Logo
4222,140.73,No Logo
4223,140.77,No Logo
4224,140.8,No Logo
4225,140.83,No Logo
4226,140.87,No Logo
4227,140.9,No Logo
4228,140.93,No Logo
4229,140.97,No Logo
4230,141.0,No Logo
4231,141.03,No Logo
4232,141.07,No Logo
4233,141.1,No Logo
4234,141.13,No Logo
4235,141.17,No Logo
4236,141.2,No Logo
4237,141.23,No Logo
4238,141.27,No Logo
4239,141.3,No Logo
4240,141.33,No Logo
4241,141.37,No Logo
4242,141.4,No Logo
4243,141.43,No Logo
4244,141.47,No Logo
4245,141.5,No Logo
4246,141.53,No Logo
4247,141.57,No Logo
4248,141.6,No Logo
4249,141.63,No Logo
4250,141.67,No Logo
4251,141.7,No Logo
4252,141.73,No Logo
4253,141.77,No Logo
4254,141.8,No Logo
4255,141.83,No Logo
4256,141.87,No Logo
4257,141.9,No Logo
4258,141.93,No Logo
4259,141.97,No Logo
4260,142.0,No Logo
4261,142.03,No Logo
4262,142.07,No Logo
4263,142.1,No Logo
4264,142.13,No Logo
4265,142.17,No Logo
4266,142.2,No Logo
4267,142.23,No Logo
4268,142.27,No Logo
4269,142.3,No Logo
4270,142.33,No Logo
4271,142.37,No Logo
4272,142.4,No Logo
4273,142.43,No Logo
4274,142.47,No Logo
4275,142.5,No Logo
4276,142.53,No Logo
4277,142.57,No Logo
4278,142.6,No Logo
4279,142.63,No Logo
4280,142.67,No Logo
4281,142.7,No Logo
4282,142.73,No Logo
4283,142.77,No Logo
4284,142.8,No Logo
4285,142.83,No Logo
4286,142.87,No Logo
4287,142.9,No Logo
4288,142.93,No Logo
4289,142.97,No Logo
4290,143.0,No Logo
4291,143.03,No Logo
4292,143.07,No Logo
4293,143.1,No Logo
4294,143.13,No Logo
4295,143.17,No Logo
4296,143.2,No Logo
4297,143.23,No Logo
4298,143.27,No Logo
4299,143.3,No Logo
4300,143.33,No Logo
4301,143.37,No Logo
4302,143.4,No Logo
4303,143.43,No Logo
4304,143.47,No Logo
4305,143.5,No Logo
4306,143.53,No Logo
4307,143.57,No Logo
4308,143.6,No Logo
4309,143.63,No Logo
4310,143.67,No Logo
4311,143.7,No Logo
4312,143.73,No Logo
4313,143.77,No Logo
4314,143.8,No Logo
4315,143.83,No Logo
4316,143.87,No Logo
4317,143.9,No Logo
4318,143.93,No Logo
4319,143.97,No Logo
4320,144.0,No Logo
4321,144.03,No Logo
4322,144.07,No Logo
4323,144.1,No Logo
4324,144.13,No Logo
4325,144.17,No Logo
4326,144.2,No Logo
4327,144.23,No Logo
4328,144.27,No Logo
4329,144.3,No Logo
4330,144.33,No Logo
4331,144.37,No Logo
4332,144.4,No Logo
4333,144.43,No Logo
4334,144.47,No Logo
4335,144.5,No Logo
4336,144.53,No Logo
4337,144.57,No Logo
4338,144.6,No Logo
4339,144.63,No Logo
4340,144.67,No Logo
4341,144.7,No Logo
4342,144.73,No Logo
4343,144.77,No Logo
4344,144.8,No Logo
4345,144.83,No Logo
4346,144.87,No Logo
4347,144.9,No Logo
4348,144.93,No Logo
4349,144.97,No Logo
4350,145.0,No Logo
4351,145.03,No Logo
4352,145.07,No Logo
4353,145.1,No Logo
4354,145.13,No Logo
4355,145.17,No Logo
4356,145.2,No Logo
4357,145.23,No Logo
4358,145.27,No Logo
4359,145.3,No Logo
4360,145.33,No Logo
4361,145.37,No Logo
4362,145.4,No Logo
4363,145.43,No Logo
4364,145.47,No Logo
4365,145.5,No Logo
4366,145.53,No Logo
4367,145.57,No Logo
4368,145.6,No Logo
4369,145.63,No Logo
4370,145.67,No Logo
4371,145.7,No Logo
4372,145.73,No Logo
4373,145.77,No Logo
4374,145.8,No Logo
4375,145.83,No Logo
4376,145.87,No Logo
4377,145.9,No Logo
4378,145.93,No Logo
4379,145.97,No Logo
4380,146.0,No Logo
4381,146.03,No Logo
4382,146.07,No Logo
4383,146.1,No Logo
4384,146.13,No Logo
4385,146.17,No Logo
4386,146.2,No Logo
4387,146.23,No Logo
4388,146.27,No Logo
4389,146.3,No Logo
4390,146.33,No Logo
4391,146.37,No Logo
4392,146.4,No Logo
4393,146.43,No Logo
4394,146.47,No Logo
4395,146.5,No Logo
4396,146.53,No Logo
4397,146.57,No Logo
4398,146.6,No Logo
4399,146.63,No Logo
4400,146.67,No Logo
4401,146.7,No Logo
4402,146.73,No Logo
4403,146.77,No Logo
4404,146.8,No Logo
4405,146.83,No Logo
4406,146.87,No Logo
4407,146.9,No Logo
4408,146.93,No Logo
4409,146.97,No Logo
4410,147.0,No Logo
4411,147.03,No Logo
4412,147.07,No Logo
4413,147.1,No Logo
4414,147.13,No Logo
4415,147.17,No Logo
4416,147.2,No Logo
4417,147.23,No Logo
4418,147.27,No Logo
4419,147.3,No Logo
4420,147.33,No Logo
4421,147.37,No Logo
4422,147.4,No Logo
4423,147.43,No Logo
4424,147.47,No Logo
4425,147.5,No Logo
4426,147.53,No Logo
4427,147.57,No Logo
4428,147.6,No Logo
4429,147.63,No Logo
4430,147.67,No Logo
4431,147.7,No Logo
4432,147.73,No Logo
4433,147.77,No Logo
4434,147.8,No Logo
4435,147.83,No Logo
4436,147.87,No Logo
4437,147.9,No Logo
4438,147.93,No Logo
4439,147.97,No Logo
4440,148.0,No Logo
4441,148.03,No Logo
4442,148.07,No Logo
4443,148.1,No Logo
4444,148.13,No Logo
4445,148.17,No Logo
4446,148.2,No Logo
4447,148.23,No Logo
4448,148.27,No Logo
4449,148.3,No Logo
4450,148.33,No Logo
4451,148.37,No Logo
4452,148.4,No Logo
4453,148.43,No Logo
4454,148.47,No Logo
4455,148.5,No Logo
4456,148.53,No Logo
4457,148.57,No Logo
4458,148.6,No Logo
4459,148.63,No Logo
4460,148.67,No Logo
4461,148.7,No Logo
4462,148.73,No Logo
4463,148.77,No Logo
4464,148.8,No Logo
4465,148.83,No Logo
4466,148.87,No Logo
4467,148.9,No Logo
4468,148.93,No Logo
4469,148.97,No Logo
4470,149.0,No Logo
4471,149.03,No Logo
4472,149.07,No Logo
4473,149.1,No Logo
4474,149.13,No Logo
4475,149.17,No Logo
4476,149.2,No Logo
4477,149.23,No Logo
4478,149.27,No Logo
4479,149.3,No Logo
4480,149.33,No Logo
4481,149.37,No Logo
4482,149.4,No Logo
4483,149.43,No Logo
4484,149.47,No Logo
4485,149.5,No Logo
4486,149.53,No Logo
4487,149.57,No Logo
4488,149.6,No Logo
4489,149.63,No Logo
4490,149.67,No Logo
4491,149.7,No Logo
4492,149.73,No Logo
4493,149.77,No Logo
4494,149.8,No Logo
4495,149.83,No Logo
4496,149.87,No Logo
4497,149.9,No Logo
4498,149.93,No Logo
4499,149.97,No Logo
4500,150.0,No Logo
4501,150.03,No Logo
4502,150.07,No Logo
4503,150.1,No Logo
4504,150.13,No Logo
4505,150.17,No Logo
4506,150.2,No Logo
4507,150.23,No Logo
4508,150.27,No Logo
4509,150.3,No Logo
4510,150.33,No Logo
4511,150.37,No Logo
4512,150.4,No Logo
4513,150.43,No Logo
4514,150.47,No Logo
4515,150.5,No Logo
4516,150.53,No Logo
4517,150.57,No Logo
4518,150.6,No Logo
4519,150.63,No Logo
4520,150.67,No Logo
4521,150.7,No Logo
4522,150.73,No Logo
4523,150.77,No Logo
4524,150.8,No Logo
4525,150.83,No Logo
4526,150.87,No Logo
4527,150.9,No Logo
4528,150.93,No Logo
4529,150.97,No Logo
4530,151.0,No Logo
4531,151.03,No Logo
4532,151.07,No Logo
4533,151.1,No Logo
4534,151.13,No Logo
4535,151.17,No Logo
4536,151.2,No Logo
4537,151.23,No Logo
4538,151.27,No Logo
4539,151.3,No Logo
4540,151.33,No Logo
4541,151.37,No Logo
4542,151.4,No Logo
4543,151.43,No Logo
4544,151.47,No Logo
4545,151.5,No Logo
4546,151.53,No Logo
4547,151.57,No Logo
4548,151.6,No Logo
4549,151.63,No Logo
4550,151.67,No Logo
4551,151.7,No Logo
4552,151.73,No Logo
4553,151.77,No Logo
4554,151.8,No Logo
4555,151.83,No Logo
4556,151.87,No Logo
4557,151.9,No Logo
4558,151.93,No Logo
4559,151.97,No Logo
4560,152.0,No Logo
4561,152.03,No Logo
4562,152.07,No Logo
4563,152.1,No Logo
4564,152.13,No Logo
4565,152.17,No Logo
4566,152.2,No Logo
4567,152.23,No Logo
4568,152.27,No Logo
4569,152.3,No Logo
4570,152.33,No Logo
4571,152.37,No Logo
4572,152.4,No Logo
4573,152.43,No Logo
4574,152.47,No Logo
4575,152.5,No Logo
4576,152.53,No Logo
4577,152.57,No Logo
4578,152.6,No Logo
4579,152.63,No Logo
4580,152.67,No Logo
4581,152.7,No Logo
4582,152.73,No Logo
4583,152.77,No Logo
4584,152.8,No Logo
4585,152.83,No Logo
4586,152.87,No Logo
4587,152.9,No Logo
4588,152.93,No Logo
4589,152.97,No Logo
4590,153.0,No Logo
4591,153.03,No Logo
4592,153.07,No Logo
4593,153.1,No Logo
4594,153.13,No Logo
4595,153.17,No Logo
4596,153.2,No Logo
4597,153.23,No Logo
4598,153.27,No Logo
4599,153.3,No Logo
4600,153.33,No Logo
4601,153.37,No Logo
4602,153.4,No Logo
4603,153.43,No Logo
4604,153.47,No Logo
4605,153.5,No Logo
4606,153.53,No Logo
4607,153.57,No Logo
4608,153.6,No Logo
4609,153.63,No Logo
4610,153.67,No Logo
4611,153.7,No Logo
4612,153.73,No Logo
4613,153.77,No Logo
4614,153.8,No Logo
4615,153.83,No Logo
4616,153.87,No Logo
4617,153.9,No Logo
4618,153.93,No Logo
4619,153.97,No Logo
4620,154.0,No Logo
4621,154.03,No Logo
4622,154.07,No Logo
4623,154.1,No Logo
4624,154.13,No Logo
4625,154.17,No Logo
4626,154.2,No Logo
4627,154.23,No Logo
4628,154.27,No Logo
4629,154.3,No Logo
4630,154.33,No Logo
4631,154.37,No Logo
4632,154.4,No Logo
4633,154.43,No Logo
4634,154.47,No Logo
4635,154.5,No Logo
4636,154.53,No Logo
4637,154.57,No Logo
4638,154.6,No Logo
4639,154.63,No Logo
4640,154.67,No Logo
4641,154.7,No Logo
4642,154.73,No Logo
4643,154.77,No Logo
4644,154.8,No Logo
4645,154.83,No Logo
4646,154.87,No Logo
4647,154.9,No Logo
4648,154.93,No Logo
4649,154.97,No Logo
4650,155.0,No Logo
4651,155.03,No Logo
4652,155.07,No Logo
4653,155.1,No Logo
4654,155.13,No Logo
4655,155.17,No Logo
4656,155.2,No Logo
4657,155.23,No Logo
4658,155.27,No Logo
4659,155.3,No Logo
4660,155.33,No Logo
4661,155.37,No Logo
4662,155.4,No Logo
4663,155.43,No Logo
4664,155.47,No Logo
4665,155.5,No Logo
4666,155.53,No Logo
4667,155.57,No Logo
4668,155.6,No Logo
4669,155.63,No Logo
4670,155.67,No Logo
4671,155.7,No Logo
4672,155.73,No Logo
4673,155.77,No Logo
4674,155.8,No Logo
4675,155.83,No Logo
4676,155.87,No Logo
4677,155.9,No Logo
4678,155.93,No Logo
4679,155.97,No Logo
4680,156.0,No Logo
4681,156.03,No Logo
4682,156.07,No Logo
4683,156.1,No Logo
4684,156.13,No Logo
4685,156.17,No Logo
4686,156.2,No Logo
4687,156.23,No Logo
4688,156.27,No Logo
4689,156.3,No Logo
4690,156.33,No Logo
4691,156.37,No Logo
4692,156.4,No Logo
4693,156.43,No Logo
4694,156.47,No Logo
4695,156.5,No Logo
4696,156.53,No Logo
4697,156.57,No Logo
4698,156.6,No Logo
4699,156.63,No Logo
4700,156.67,No Logo
4701,156.7,No Logo
4702,156.73,No Logo
4703,156.77,No Logo
4704,156.8,No Logo
4705,156.83,No Logo
4706,156.87,No Logo
4707,156.9,No Logo
4708,156.93,No Logo
4709,156.97,No Logo
4710,157.0,No Logo
4711,157.03,No Logo
4712,157.07,No Logo
4713,157.1,No Logo
4714,157.13,No Logo
4715,157.17,No Logo
4716,157.2,No Logo
4717,157.23,No Logo
4718,157.27,No Logo
4719,157.3,No Logo
4720,157.33,No Logo
4721,157.37,No Logo
4722,157.4,No Logo
4723,157.43,No Logo
4724,157.47,No Logo
4725,157.5,No Logo
4726,157.53,No Logo
4727,157.57,No Logo
4728,157.6,No Logo
4729,157.63,No Logo
4730,157.67,No Logo
4731,157.7,Fully Visible
4732,157.73,Fully Visible
4733,157.77,Fully Visible
4734,157.8,No Logo
4735,157.83,No Logo
4736,157.87,No Logo
4737,157.9,No Logo
4738,157.93,Fully Visible
4739,157.97,Fully Visible
4740,158.0,Fully Visible
4741,158.03,Fully Visible
4742,158.07,No Logo
4743,158.1,Fully Visible
4744,158.13,Fully Visible
4745,158.17,No Logo
4746,158.2,No Logo
4747,158.23,No Logo
4748,158.27,No Logo
4749,158.3,Fully Visible
4750,158.33,No Logo
4751,158.37,No Logo
4752,158.4,No Logo
4753,158.43,No Logo
4754,158.47,No Logo
4755,158.5,Fully Visible
4756,158.53,Fully Visible
4757,158.57,Fully Visible
4758,158.6,Fully Visible
4759,158.63,Fully Visible
4760,158.67,Fully Visible
4761,158.7,No Logo
4762,158.73,No Logo
4763,158.77,No Logo
4764,158.8,No Logo
4765,158.83,No Logo
4766,158.87,No Logo
4767,158.9,No Logo
4768,158.93,No Logo
4769,158.97,No Logo
4770,159.0,No Logo
4771,159.03,No Logo
4772,159.07,No Logo
4773,159.1,No Logo
4774,159.13,No Logo
4775,159.17,No Logo
4776,159.2,No Logo
4777,159.23,No Logo
4778,159.27,No Logo
4779,159.3,No Logo
4780,159.33,No Logo
4781,159.37,No Logo
4782,159.4,No Logo
4783,159.43,No Logo
4784,159.47,No Logo
4785,159.5,No Logo
4786,159.53,No Logo
4787,159.57,No Logo
4788,159.6,No Logo
4789,159.63,No Logo
4790,159.67,No Logo
4791,159.7,No Logo
4792,159.73,No Logo
4793,159.77,No Logo
4794,159.8,No Logo
4795,159.83,No Logo
4796,159.87,No Logo
4797,159.9,No Logo
4798,159.93,No Logo
4799,159.97,No Logo
4800,160.0,No Logo
4801,160.03,No Logo
4802,160.07,No Logo
4803,160.1,No Logo
4804,160.13,No Logo
4805,160.17,No Logo
4806,160.2,No Logo
4807,160.23,No Logo
4808,160.27,No Logo
4809,160.3,No Logo
4810,160.33,No Logo
4811,160.37,No Logo
4812,160.4,No Logo
4813,160.43,No Logo
4814,160.47,No Logo
4815,160.5,Fully Visible
4816,160.53,No Logo
4817,160.57,No Logo
4818,160.6,No Logo
4819,160.63,No Logo
4820,160.67,No Logo
4821,160.7,No Logo
4822,160.73,No Logo
4823,160.77,No Logo
4824,160.8,No Logo
4825,160.83,No Logo
4826,160.87,No Logo
4827,160.9,No Logo
4828,160.93,No Logo
4829,160.97,No Logo
4830,161.0,No Logo
4831,161.03,No Logo
4832,161.07,No Logo
4833,161.1,No Logo
4834,161.13,No Logo
4835,161.17,No Logo
4836,161.2,No Logo
4837,161.23,No Logo
4838,161.27,No Logo
4839,161.3,No Logo
4840,161.33,No Logo
4841,161.37,No Logo
4842,161.4,No Logo
4843,161.43,No Logo
4844,161.47,Fully Visible
4845,161.5,No Logo
4846,161.53,No Logo
4847,161.57,No Logo
4848,161.6,No Logo
4849,161.63,No Logo
4850,161.67,No Logo
4851,161.7,No Logo
4852,161.73,No Logo
4853,161.77,No Logo
4854,161.8,No Logo
4855,161.83,No Logo
4856,161.87,No Logo
4857,161.9,No Logo
4858,161.93,No Logo
4859,161.97,No Logo
4860,162.0,No Logo
4861,162.03,No Logo
4862,162.07,No Logo
4863,162.1,No Logo
4864,162.13,No Logo
4865,162.17,No Logo
4866,162.2,No Logo
4867,162.23,No Logo
4868,162.27,No Logo
4869,162.3,No Logo
4870,162.33,No Logo
